"workerid","story","explanansVariable","explanansValue","explanandumVariable","explanandumValue","response","utterance"
"35","story3","A",TRUE,"C",FALSE,0.24,"! C because A"
"35","story3","B",TRUE,"C",FALSE,0.87,"! C because B"
"35","story3","C",FALSE,"A",TRUE,0.71,"A because ! C"
"35","story3","A",TRUE,"B",TRUE,0.31,"B because A"
"35","story3","C",FALSE,"B",TRUE,0.2,"B because ! C"
"35","story3","B",TRUE,"A",TRUE,0.84,"A because B"
"35","story3","A",TRUE,"A",TRUE,0.7,"A because A"
"35","story3","B",TRUE,"B",TRUE,0.96,"B because B"
"35","story6","B",FALSE,"B",FALSE,0.51,"! B because ! B"
"35","story6","C",TRUE,"A",FALSE,0.69,"! A because C"
"35","story6","A",FALSE,"A",FALSE,0.35,"! A because ! A"
"35","story6","C",TRUE,"B",FALSE,0.77,"! B because C"
"35","story6","A",FALSE,"B",FALSE,0.19,"! B because ! A"
"35","story6","B",FALSE,"C",TRUE,0.77,"C because ! B"
"35","story6","A",FALSE,"C",TRUE,0.88,"C because ! A"
"35","story6","C",TRUE,"C",TRUE,0.94,"C because C"
"35","story6","B",FALSE,"A",FALSE,0.29,"! A because ! B"
"35","story2","C",TRUE,"C",TRUE,0.92,"C because C"
"35","story2","A",TRUE,"B",TRUE,0.25,"B because A"
"35","story2","A",TRUE,"A",TRUE,0.83,"A because A"
"35","story2","C",TRUE,"A",TRUE,0.94,"A because C"
"35","story2","B",TRUE,"C",TRUE,0.58,"C because B"
"35","story2","A",TRUE,"C",TRUE,0.9,"C because A"
"35","story2","B",TRUE,"B",TRUE,0.35,"B because B"
"35","story2","C",TRUE,"B",TRUE,0.78,"B because C"
"35","story2","B",TRUE,"A",TRUE,0.82,"A because B"
"35","story4","C",FALSE,"C",FALSE,0.45,"! C because ! C"
"35","story4","C",FALSE,"D",FALSE,0.93,"! D because ! C"
"35","story4","A",FALSE,"C",FALSE,0.34,"! C because ! A"
"35","story4","C",FALSE,"A",FALSE,0.89,"! A because ! C"
"35","story4","D",FALSE,"B",FALSE,0.39,"! B because ! D"
"35","story4","A",FALSE,"B",FALSE,0.9,"! B because ! A"
"35","story4","A",FALSE,"D",FALSE,0.18,"! D because ! A"
"35","story4","D",FALSE,"C",FALSE,0.9,"! C because ! D"
"35","story4","B",FALSE,"A",FALSE,0.35,"! A because ! B"
"35","story4","C",FALSE,"B",FALSE,0.79,"! B because ! C"
"35","story4","A",FALSE,"A",FALSE,0.28,"! A because ! A"
"35","story4","B",FALSE,"B",FALSE,0.93,"! B because ! B"
"35","story4","D",FALSE,"A",FALSE,0.43,"! A because ! D"
"35","story4","B",FALSE,"D",FALSE,0.94,"! D because ! B"
"35","story4","D",FALSE,"D",FALSE,0.29,"! D because ! D"
"35","story4","B",FALSE,"C",FALSE,0.92,"! C because ! B"
"35","story5","C",TRUE,"A",TRUE,0.25,"A because C"
"35","story5","A",TRUE,"C",TRUE,0.85,"C because A"
"35","story5","D",TRUE,"C",TRUE,0.94,"C because D"
"35","story5","B",TRUE,"B",TRUE,0.37,"B because B"
"35","story5","B",TRUE,"C",TRUE,0.9,"C because B"
"35","story5","D",TRUE,"A",TRUE,0.32,"A because D"
"35","story5","D",TRUE,"B",TRUE,0.76,"B because D"
"35","story5","C",TRUE,"D",TRUE,0.89,"D because C"
"35","story5","C",TRUE,"C",TRUE,0.21,"C because C"
"35","story5","B",TRUE,"A",TRUE,0.89,"A because B"
"35","story5","A",TRUE,"B",TRUE,0.97,"B because A"
"35","story5","D",TRUE,"D",TRUE,0.72,"D because D"
"35","story5","C",TRUE,"B",TRUE,0.29,"B because C"
"35","story5","B",TRUE,"D",TRUE,0.8,"D because B"
"35","story5","A",TRUE,"A",TRUE,0.27,"A because A"
"35","story5","A",TRUE,"D",TRUE,0.94,"D because A"
"41","story2","B",TRUE,"A",TRUE,1,"A because B"
"41","story2","A",TRUE,"B",TRUE,0.91,"B because A"
"41","story2","B",TRUE,"C",TRUE,0.99,"C because B"
"41","story2","C",TRUE,"B",TRUE,1,"B because C"
"41","story2","A",TRUE,"C",TRUE,0.74,"C because A"
"41","story2","C",TRUE,"A",TRUE,1,"A because C"
"41","story2","C",TRUE,"C",TRUE,0.98,"C because C"
"41","story2","A",TRUE,"A",TRUE,0.97,"A because A"
"41","story2","B",TRUE,"B",TRUE,0.98,"B because B"
"41","story4","A",FALSE,"C",FALSE,0.01,"! C because ! A"
"41","story4","C",FALSE,"B",FALSE,0.15,"! B because ! C"
"41","story4","C",FALSE,"A",FALSE,0.2,"! A because ! C"
"41","story4","D",FALSE,"B",FALSE,0.18,"! B because ! D"
"41","story4","B",FALSE,"B",FALSE,0.99,"! B because ! B"
"41","story4","B",FALSE,"C",FALSE,0.11,"! C because ! B"
"41","story4","A",FALSE,"D",FALSE,0.14,"! D because ! A"
"41","story4","C",FALSE,"D",FALSE,0.98,"! D because ! C"
"41","story4","D",FALSE,"C",FALSE,0.98,"! C because ! D"
"41","story4","B",FALSE,"D",FALSE,0.13,"! D because ! B"
"41","story4","B",FALSE,"A",FALSE,0.24,"! A because ! B"
"41","story4","C",FALSE,"C",FALSE,0.99,"! C because ! C"
"41","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"41","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"41","story4","A",FALSE,"B",FALSE,0.06,"! B because ! A"
"41","story4","A",FALSE,"A",FALSE,0.98,"! A because ! A"
"41","story5","D",TRUE,"D",TRUE,0.99,"D because D"
"41","story5","C",TRUE,"A",TRUE,0.11,"A because C"
"41","story5","A",TRUE,"B",TRUE,0.01,"B because A"
"41","story5","D",TRUE,"A",TRUE,0,"A because D"
"41","story5","D",TRUE,"C",TRUE,0.99,"C because D"
"41","story5","B",TRUE,"B",TRUE,0.99,"B because B"
"41","story5","B",TRUE,"D",TRUE,0.06,"D because B"
"41","story5","C",TRUE,"D",TRUE,0.99,"D because C"
"41","story5","C",TRUE,"C",TRUE,0.98,"C because C"
"41","story5","C",TRUE,"B",TRUE,0.01,"B because C"
"41","story5","B",TRUE,"A",TRUE,0.01,"A because B"
"41","story5","A",TRUE,"A",TRUE,1,"A because A"
"41","story5","A",TRUE,"D",TRUE,0.01,"D because A"
"41","story5","B",TRUE,"C",TRUE,0.06,"C because B"
"41","story5","A",TRUE,"C",TRUE,0.98,"C because A"
"41","story5","D",TRUE,"B",TRUE,0.03,"B because D"
"41","story6","A",FALSE,"B",FALSE,0.7,"! B because ! A"
"41","story6","C",TRUE,"B",FALSE,0.18,"! B because C"
"41","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"41","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"41","story6","C",TRUE,"C",TRUE,1,"C because C"
"41","story6","B",FALSE,"C",TRUE,0.27,"C because ! B"
"41","story6","B",FALSE,"B",FALSE,1,"! B because ! B"
"41","story6","C",TRUE,"A",FALSE,0.01,"! A because C"
"41","story6","A",FALSE,"C",TRUE,0.01,"C because ! A"
"41","story1","B",TRUE,"B",TRUE,1,"B because B"
"41","story1","A",TRUE,"A",TRUE,1,"A because A"
"41","story1","A",TRUE,"B",TRUE,0,"B because A"
"41","story1","B",TRUE,"A",TRUE,0,"A because B"
"41","story3","B",TRUE,"A",TRUE,1,"A because B"
"41","story3","A",TRUE,"B",TRUE,1,"B because A"
"41","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"41","story3","C",FALSE,"A",TRUE,1,"A because ! C"
"41","story3","A",TRUE,"C",FALSE,0.19,"! C because A"
"41","story3","C",FALSE,"B",TRUE,0.98,"B because ! C"
"41","story3","B",TRUE,"B",TRUE,1,"B because B"
"41","story3","A",TRUE,"A",TRUE,1,"A because A"
"41","story3","B",TRUE,"C",FALSE,0.31,"! C because B"
"43","story6","C",TRUE,"A",FALSE,0.66,"! A because C"
"43","story6","C",TRUE,"C",TRUE,0.49,"C because C"
"43","story6","B",FALSE,"A",FALSE,0.33,"! A because ! B"
"43","story6","B",FALSE,"C",TRUE,0.73,"C because ! B"
"43","story6","A",FALSE,"B",FALSE,0.56,"! B because ! A"
"43","story6","A",FALSE,"A",FALSE,0.87,"! A because ! A"
"43","story6","C",TRUE,"B",FALSE,0.81,"! B because C"
"43","story6","A",FALSE,"C",TRUE,0.38,"C because ! A"
"43","story6","B",FALSE,"B",FALSE,0.55,"! B because ! B"
"43","story1","A",TRUE,"A",TRUE,0.73,"A because A"
"43","story1","A",TRUE,"B",TRUE,0.62,"B because A"
"43","story1","B",TRUE,"A",TRUE,0.79,"A because B"
"43","story1","B",TRUE,"B",TRUE,0.48,"B because B"
"43","story3","B",TRUE,"B",TRUE,0.39,"B because B"
"43","story3","B",TRUE,"C",FALSE,0.39,"! C because B"
"43","story3","A",TRUE,"B",TRUE,0.48,"B because A"
"43","story3","A",TRUE,"A",TRUE,0.71,"A because A"
"43","story3","A",TRUE,"C",FALSE,0.7,"! C because A"
"43","story3","B",TRUE,"A",TRUE,0.72,"A because B"
"43","story3","C",FALSE,"C",FALSE,0.49,"! C because ! C"
"43","story3","C",FALSE,"B",TRUE,0.65,"B because ! C"
"43","story3","C",FALSE,"A",TRUE,0.59,"A because ! C"
"43","story5","D",TRUE,"C",TRUE,0.5,"C because D"
"43","story5","B",TRUE,"A",TRUE,0.75,"A because B"
"43","story5","D",TRUE,"B",TRUE,0.56,"B because D"
"43","story5","C",TRUE,"A",TRUE,0.77,"A because C"
"43","story5","A",TRUE,"A",TRUE,0.68,"A because A"
"43","story5","B",TRUE,"D",TRUE,0.37,"D because B"
"43","story5","A",TRUE,"D",TRUE,0.65,"D because A"
"43","story5","C",TRUE,"D",TRUE,0.32,"D because C"
"43","story5","A",TRUE,"B",TRUE,0.66,"B because A"
"43","story5","C",TRUE,"B",TRUE,0.32,"B because C"
"43","story5","D",TRUE,"D",TRUE,0.78,"D because D"
"43","story5","B",TRUE,"B",TRUE,0.58,"B because B"
"43","story5","C",TRUE,"C",TRUE,0.35,"C because C"
"43","story5","D",TRUE,"A",TRUE,0.61,"A because D"
"43","story5","B",TRUE,"C",TRUE,0.43,"C because B"
"43","story5","A",TRUE,"C",TRUE,0.72,"C because A"
"43","story4","C",FALSE,"D",FALSE,0.48,"! D because ! C"
"43","story4","A",FALSE,"C",FALSE,0.72,"! C because ! A"
"43","story4","D",FALSE,"C",FALSE,0.41,"! C because ! D"
"43","story4","A",FALSE,"A",FALSE,0.69,"! A because ! A"
"43","story4","B",FALSE,"A",FALSE,0.39,"! A because ! B"
"43","story4","D",FALSE,"A",FALSE,0.42,"! A because ! D"
"43","story4","C",FALSE,"A",FALSE,0.77,"! A because ! C"
"43","story4","C",FALSE,"B",FALSE,0.69,"! B because ! C"
"43","story4","B",FALSE,"B",FALSE,0.37,"! B because ! B"
"43","story4","D",FALSE,"B",FALSE,0.45,"! B because ! D"
"43","story4","A",FALSE,"B",FALSE,0.76,"! B because ! A"
"43","story4","B",FALSE,"D",FALSE,0.5,"! D because ! B"
"43","story4","D",FALSE,"D",FALSE,0.4,"! D because ! D"
"43","story4","B",FALSE,"C",FALSE,0.32,"! C because ! B"
"43","story4","C",FALSE,"C",FALSE,0.76,"! C because ! C"
"43","story4","A",FALSE,"D",FALSE,0.66,"! D because ! A"
"43","story2","C",TRUE,"A",TRUE,0.39,"A because C"
"43","story2","B",TRUE,"B",TRUE,0.67,"B because B"
"43","story2","A",TRUE,"B",TRUE,0.33,"B because A"
"43","story2","A",TRUE,"A",TRUE,0.72,"A because A"
"43","story2","C",TRUE,"B",TRUE,0.38,"B because C"
"43","story2","A",TRUE,"C",TRUE,0.42,"C because A"
"43","story2","B",TRUE,"C",TRUE,0.7,"C because B"
"43","story2","B",TRUE,"A",TRUE,0.65,"A because B"
"43","story2","C",TRUE,"C",TRUE,0.4,"C because C"
"61","story3","B",TRUE,"C",FALSE,0.98,"! C because B"
"61","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"61","story3","A",TRUE,"B",TRUE,0.2,"B because A"
"61","story3","C",FALSE,"B",TRUE,0.23,"B because ! C"
"61","story3","B",TRUE,"B",TRUE,1,"B because B"
"61","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"61","story3","A",TRUE,"A",TRUE,1,"A because A"
"61","story3","A",TRUE,"C",FALSE,0.71,"! C because A"
"61","story3","B",TRUE,"A",TRUE,0.07,"A because B"
"61","story6","A",FALSE,"C",TRUE,0.14,"C because ! A"
"61","story6","B",FALSE,"C",TRUE,0.65,"C because ! B"
"61","story6","C",TRUE,"A",FALSE,0.03,"! A because C"
"61","story6","C",TRUE,"C",TRUE,1,"C because C"
"61","story6","B",FALSE,"B",FALSE,1,"! B because ! B"
"61","story6","A",FALSE,"B",FALSE,0.73,"! B because ! A"
"61","story6","C",TRUE,"B",FALSE,0.12,"! B because C"
"61","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"61","story6","B",FALSE,"A",FALSE,0.07,"! A because ! B"
"61","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"61","story4","C",FALSE,"C",FALSE,1,"! C because ! C"
"61","story4","A",FALSE,"B",FALSE,0.15,"! B because ! A"
"61","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"61","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"61","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"61","story4","D",FALSE,"A",FALSE,0.07,"! A because ! D"
"61","story4","B",FALSE,"C",FALSE,0.77,"! C because ! B"
"61","story4","B",FALSE,"A",FALSE,0.08,"! A because ! B"
"61","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"61","story4","A",FALSE,"D",FALSE,0.66,"! D because ! A"
"61","story4","A",FALSE,"C",FALSE,0.85,"! C because ! A"
"61","story4","B",FALSE,"D",FALSE,0.61,"! D because ! B"
"61","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"61","story4","C",FALSE,"B",FALSE,0,"! B because ! C"
"61","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"61","story1","A",TRUE,"A",TRUE,1,"A because A"
"61","story1","A",TRUE,"B",TRUE,0.19,"B because A"
"61","story1","B",TRUE,"A",TRUE,0.19,"A because B"
"61","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"61","story5","A",TRUE,"B",TRUE,0.14,"B because A"
"61","story5","B",TRUE,"A",TRUE,0.11,"A because B"
"61","story5","A",TRUE,"A",TRUE,1,"A because A"
"61","story5","B",TRUE,"D",TRUE,0.79,"D because B"
"61","story5","A",TRUE,"D",TRUE,0.93,"D because A"
"61","story5","C",TRUE,"D",TRUE,1,"D because C"
"61","story5","C",TRUE,"A",TRUE,0.09,"A because C"
"61","story5","D",TRUE,"A",TRUE,0.03,"A because D"
"61","story5","D",TRUE,"B",TRUE,0,"B because D"
"61","story5","D",TRUE,"D",TRUE,0.99,"D because D"
"61","story5","C",TRUE,"B",TRUE,0.01,"B because C"
"61","story5","D",TRUE,"C",TRUE,0,"C because D"
"61","story5","A",TRUE,"C",TRUE,1,"C because A"
"61","story5","B",TRUE,"C",TRUE,0.88,"C because B"
"61","story5","B",TRUE,"B",TRUE,1,"B because B"
"61","story5","C",TRUE,"C",TRUE,0.63,"C because C"
"61","story2","B",TRUE,"C",TRUE,0.91,"C because B"
"61","story2","C",TRUE,"A",TRUE,0.06,"A because C"
"61","story2","C",TRUE,"C",TRUE,0.55,"C because C"
"61","story2","B",TRUE,"B",TRUE,0.72,"B because B"
"61","story2","A",TRUE,"A",TRUE,1,"A because A"
"61","story2","C",TRUE,"B",TRUE,0,"B because C"
"61","story2","B",TRUE,"A",TRUE,0,"A because B"
"61","story2","A",TRUE,"B",TRUE,0.88,"B because A"
"61","story2","A",TRUE,"C",TRUE,0.72,"C because A"
"65","story4","C",FALSE,"B",FALSE,0.19,"! B because ! C"
"65","story4","D",FALSE,"C",FALSE,0.27,"! C because ! D"
"65","story4","D",FALSE,"D",FALSE,0.7,"! D because ! D"
"65","story4","B",FALSE,"A",FALSE,0.18,"! A because ! B"
"65","story4","A",FALSE,"B",FALSE,0.29,"! B because ! A"
"65","story4","C",FALSE,"C",FALSE,0.43,"! C because ! C"
"65","story4","A",FALSE,"C",FALSE,0.77,"! C because ! A"
"65","story4","B",FALSE,"B",FALSE,0.45,"! B because ! B"
"65","story4","C",FALSE,"D",FALSE,0.78,"! D because ! C"
"65","story4","C",FALSE,"A",FALSE,0.37,"! A because ! C"
"65","story4","D",FALSE,"B",FALSE,0.3,"! B because ! D"
"65","story4","B",FALSE,"D",FALSE,0.61,"! D because ! B"
"65","story4","A",FALSE,"D",FALSE,0.62,"! D because ! A"
"65","story4","B",FALSE,"C",FALSE,0.64,"! C because ! B"
"65","story4","D",FALSE,"A",FALSE,0.15,"! A because ! D"
"65","story4","A",FALSE,"A",FALSE,0.39,"! A because ! A"
"65","story3","A",TRUE,"B",TRUE,0.39,"B because A"
"65","story3","B",TRUE,"A",TRUE,0.31,"A because B"
"65","story3","B",TRUE,"C",FALSE,0.84,"! C because B"
"65","story3","B",TRUE,"B",TRUE,0.37,"B because B"
"65","story3","A",TRUE,"A",TRUE,0.38,"A because A"
"65","story3","C",FALSE,"B",TRUE,0.6,"B because ! C"
"65","story3","C",FALSE,"C",FALSE,0.36,"! C because ! C"
"65","story3","A",TRUE,"C",FALSE,0.66,"! C because A"
"65","story3","C",FALSE,"A",TRUE,0.31,"A because ! C"
"65","story6","A",FALSE,"C",TRUE,0.3,"C because ! A"
"65","story6","C",TRUE,"B",FALSE,0.24,"! B because C"
"65","story6","C",TRUE,"A",FALSE,0.16,"! A because C"
"65","story6","A",FALSE,"B",FALSE,0.8,"! B because ! A"
"65","story6","A",FALSE,"A",FALSE,0.27,"! A because ! A"
"65","story6","C",TRUE,"C",TRUE,0.7,"C because C"
"65","story6","B",FALSE,"B",FALSE,0.33,"! B because ! B"
"65","story6","B",FALSE,"A",FALSE,0.63,"! A because ! B"
"65","story6","B",FALSE,"C",TRUE,0.24,"C because ! B"
"65","story1","B",TRUE,"B",TRUE,0.54,"B because B"
"65","story1","A",TRUE,"A",TRUE,0.36,"A because A"
"65","story1","A",TRUE,"B",TRUE,0.3,"B because A"
"65","story1","B",TRUE,"A",TRUE,0.29,"A because B"
"65","story2","B",TRUE,"C",TRUE,0.65,"C because B"
"65","story2","C",TRUE,"B",TRUE,0.22,"B because C"
"65","story2","B",TRUE,"B",TRUE,0.29,"B because B"
"65","story2","B",TRUE,"A",TRUE,0.75,"A because B"
"65","story2","C",TRUE,"A",TRUE,0.49,"A because C"
"65","story2","A",TRUE,"A",TRUE,0.35,"A because A"
"65","story2","A",TRUE,"B",TRUE,0.72,"B because A"
"65","story2","A",TRUE,"C",TRUE,0.63,"C because A"
"65","story2","C",TRUE,"C",TRUE,0.32,"C because C"
"65","story5","D",TRUE,"C",TRUE,0.66,"C because D"
"65","story5","B",TRUE,"B",TRUE,0.61,"B because B"
"65","story5","B",TRUE,"A",TRUE,0.6,"A because B"
"65","story5","A",TRUE,"A",TRUE,0.25,"A because A"
"65","story5","A",TRUE,"B",TRUE,0.2,"B because A"
"65","story5","B",TRUE,"C",TRUE,0.58,"C because B"
"65","story5","C",TRUE,"D",TRUE,0.65,"D because C"
"65","story5","D",TRUE,"B",TRUE,0.61,"B because D"
"65","story5","D",TRUE,"D",TRUE,0.22,"D because D"
"65","story5","C",TRUE,"B",TRUE,0.39,"B because C"
"65","story5","B",TRUE,"D",TRUE,0.47,"D because B"
"65","story5","D",TRUE,"A",TRUE,0.52,"A because D"
"65","story5","A",TRUE,"D",TRUE,0.56,"D because A"
"65","story5","C",TRUE,"C",TRUE,0.23,"C because C"
"65","story5","C",TRUE,"A",TRUE,0.28,"A because C"
"65","story5","A",TRUE,"C",TRUE,0.68,"C because A"
"68","story2","C",TRUE,"A",TRUE,0.73,"A because C"
"68","story2","B",TRUE,"B",TRUE,0.47,"B because B"
"68","story2","B",TRUE,"C",TRUE,1,"C because B"
"68","story2","B",TRUE,"A",TRUE,0.47,"A because B"
"68","story2","A",TRUE,"B",TRUE,1,"B because A"
"68","story2","A",TRUE,"A",TRUE,0.88,"A because A"
"68","story2","C",TRUE,"B",TRUE,0.34,"B because C"
"68","story2","C",TRUE,"C",TRUE,0.48,"C because C"
"68","story2","A",TRUE,"C",TRUE,0.76,"C because A"
"68","story5","A",TRUE,"A",TRUE,0.99,"A because A"
"68","story5","B",TRUE,"C",TRUE,0.93,"C because B"
"68","story5","C",TRUE,"B",TRUE,0.2,"B because C"
"68","story5","B",TRUE,"D",TRUE,0.83,"D because B"
"68","story5","D",TRUE,"D",TRUE,0.48,"D because D"
"68","story5","C",TRUE,"D",TRUE,1,"D because C"
"68","story5","C",TRUE,"A",TRUE,0.16,"A because C"
"68","story5","D",TRUE,"A",TRUE,0.07,"A because D"
"68","story5","D",TRUE,"B",TRUE,0,"B because D"
"68","story5","A",TRUE,"C",TRUE,1,"C because A"
"68","story5","B",TRUE,"B",TRUE,0.88,"B because B"
"68","story5","A",TRUE,"D",TRUE,0.88,"D because A"
"68","story5","B",TRUE,"A",TRUE,0.11,"A because B"
"68","story5","A",TRUE,"B",TRUE,0.05,"B because A"
"68","story5","D",TRUE,"C",TRUE,0.09,"C because D"
"68","story5","C",TRUE,"C",TRUE,0.51,"C because C"
"68","story4","B",FALSE,"D",FALSE,1,"! D because ! B"
"68","story4","D",FALSE,"D",FALSE,0.53,"! D because ! D"
"68","story4","C",FALSE,"B",FALSE,0.2,"! B because ! C"
"68","story4","A",FALSE,"C",FALSE,1,"! C because ! A"
"68","story4","B",FALSE,"C",FALSE,1,"! C because ! B"
"68","story4","C",FALSE,"C",FALSE,0.51,"! C because ! C"
"68","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"68","story4","A",FALSE,"A",FALSE,0.55,"! A because ! A"
"68","story4","B",FALSE,"B",FALSE,0.61,"! B because ! B"
"68","story4","A",FALSE,"B",FALSE,0.15,"! B because ! A"
"68","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"68","story4","D",FALSE,"C",FALSE,0.09,"! C because ! D"
"68","story4","A",FALSE,"D",FALSE,1,"! D because ! A"
"68","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"68","story4","B",FALSE,"A",FALSE,0.08,"! A because ! B"
"68","story4","D",FALSE,"A",FALSE,0.02,"! A because ! D"
"68","story3","C",FALSE,"A",TRUE,0.78,"A because ! C"
"68","story3","B",TRUE,"A",TRUE,0.68,"A because B"
"68","story3","C",FALSE,"B",TRUE,1,"B because ! C"
"68","story3","B",TRUE,"C",FALSE,1,"! C because B"
"68","story3","A",TRUE,"C",FALSE,1,"! C because A"
"68","story3","A",TRUE,"A",TRUE,0.48,"A because A"
"68","story3","C",FALSE,"C",FALSE,0.47,"! C because ! C"
"68","story3","A",TRUE,"B",TRUE,0.67,"B because A"
"68","story3","B",TRUE,"B",TRUE,0.57,"B because B"
"68","story1","B",TRUE,"B",TRUE,1,"B because B"
"68","story1","B",TRUE,"A",TRUE,0,"A because B"
"68","story1","A",TRUE,"A",TRUE,1,"A because A"
"68","story1","A",TRUE,"B",TRUE,0,"B because A"
"68","story6","B",FALSE,"C",TRUE,1,"C because ! B"
"68","story6","C",TRUE,"C",TRUE,0.56,"C because C"
"68","story6","C",TRUE,"B",FALSE,0.58,"! B because C"
"68","story6","B",FALSE,"B",FALSE,0.82,"! B because ! B"
"68","story6","C",TRUE,"A",FALSE,0,"! A because C"
"68","story6","A",FALSE,"B",FALSE,1,"! B because ! A"
"68","story6","A",FALSE,"A",FALSE,0.74,"! A because ! A"
"68","story6","A",FALSE,"C",TRUE,0,"C because ! A"
"68","story6","B",FALSE,"A",FALSE,1,"! A because ! B"
"80","story4","B",FALSE,"D",FALSE,0.34,"! D because ! B"
"80","story4","B",FALSE,"C",FALSE,0.8,"! C because ! B"
"80","story4","A",FALSE,"B",FALSE,0.47,"! B because ! A"
"80","story4","C",FALSE,"C",FALSE,1,"! C because ! C"
"80","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"80","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"80","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"80","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"80","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"80","story4","C",FALSE,"A",FALSE,0.49,"! A because ! C"
"80","story4","B",FALSE,"A",FALSE,0.48,"! A because ! B"
"80","story4","A",FALSE,"C",FALSE,0.78,"! C because ! A"
"80","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"80","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"80","story4","C",FALSE,"B",FALSE,0.15,"! B because ! C"
"80","story4","A",FALSE,"D",FALSE,0,"! D because ! A"
"80","story2","A",TRUE,"A",TRUE,1,"A because A"
"80","story2","C",TRUE,"B",TRUE,0,"B because C"
"80","story2","C",TRUE,"C",TRUE,0,"C because C"
"80","story2","A",TRUE,"C",TRUE,0,"C because A"
"80","story2","B",TRUE,"A",TRUE,0.47,"A because B"
"80","story2","B",TRUE,"C",TRUE,1,"C because B"
"80","story2","B",TRUE,"B",TRUE,0.23,"B because B"
"80","story2","C",TRUE,"A",TRUE,0,"A because C"
"80","story2","A",TRUE,"B",TRUE,1,"B because A"
"80","story3","C",FALSE,"C",FALSE,0.13,"! C because ! C"
"80","story3","A",TRUE,"B",TRUE,0.47,"B because A"
"80","story3","B",TRUE,"A",TRUE,0.29,"A because B"
"80","story3","A",TRUE,"C",FALSE,0.73,"! C because A"
"80","story3","B",TRUE,"B",TRUE,0.94,"B because B"
"80","story3","C",FALSE,"B",TRUE,1,"B because ! C"
"80","story3","A",TRUE,"A",TRUE,1,"A because A"
"80","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"80","story3","B",TRUE,"C",FALSE,0.48,"! C because B"
"80","story5","B",TRUE,"B",TRUE,1,"B because B"
"80","story5","A",TRUE,"A",TRUE,1,"A because A"
"80","story5","D",TRUE,"B",TRUE,0,"B because D"
"80","story5","A",TRUE,"D",TRUE,0,"D because A"
"80","story5","A",TRUE,"B",TRUE,0.2,"B because A"
"80","story5","B",TRUE,"D",TRUE,0,"D because B"
"80","story5","D",TRUE,"D",TRUE,0,"D because D"
"80","story5","C",TRUE,"A",TRUE,0.15,"A because C"
"80","story5","C",TRUE,"C",TRUE,0.2,"C because C"
"80","story5","A",TRUE,"C",TRUE,1,"C because A"
"80","story5","C",TRUE,"B",TRUE,1,"B because C"
"80","story5","B",TRUE,"A",TRUE,0,"A because B"
"80","story5","D",TRUE,"C",TRUE,0,"C because D"
"80","story5","B",TRUE,"C",TRUE,1,"C because B"
"80","story5","D",TRUE,"A",TRUE,0,"A because D"
"80","story5","C",TRUE,"D",TRUE,1,"D because C"
"80","story1","A",TRUE,"A",TRUE,1,"A because A"
"80","story1","B",TRUE,"B",TRUE,1,"B because B"
"80","story1","A",TRUE,"B",TRUE,0,"B because A"
"80","story1","B",TRUE,"A",TRUE,0,"A because B"
"80","story6","A",FALSE,"B",FALSE,1,"! B because ! A"
"80","story6","C",TRUE,"A",FALSE,0,"! A because C"
"80","story6","C",TRUE,"C",TRUE,0,"C because C"
"80","story6","B",FALSE,"C",TRUE,1,"C because ! B"
"80","story6","B",FALSE,"B",FALSE,0,"! B because ! B"
"80","story6","A",FALSE,"C",TRUE,0,"C because ! A"
"80","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"80","story6","C",TRUE,"B",FALSE,0,"! B because C"
"80","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"82","story1","B",TRUE,"A",TRUE,0.48,"A because B"
"82","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"82","story1","A",TRUE,"B",TRUE,0.13,"B because A"
"82","story1","B",TRUE,"B",TRUE,1,"B because B"
